LABEL,LAT,LON,DIR
123-1.png,37.8124532726538,-122.28510391159293,110
123-2.png,37.8124532726538,-122.28510391159293,290
124-1.png,37.81175541315842,-122.2776335555127,201
124-2.png,37.81175541315842,-122.2776335555127,21
125-1.png,37.81520395297226,-122.27840771417864,289
125-2.png,37.81520395297226,-122.27840771417864,109
126-1.png,37.813151644271365,-122.28927236761687,290
126-2.png,37.813151644271365,-122.28927236761687,110
127-1.png,37.81498236821861,-122.28688778118527,192
127-2.png,37.81498236821861,-122.28688778118527,12
128-1.png,37.813652112705235,-122.28348528857684,290
128-2.png,37.813652112705235,-122.28348528857684,110
129-1.png,37.81543032822086,-122.27832730654582,289
129-2.png,37.81543032822086,-122.27832730654582,109
130-1.png,37.812621139486495,-122.2857395471993,196
130-2.png,37.812621139486495,-122.2857395471993,16
131-1.png,37.81171227250927,-122.2796854097216,112
131-2.png,37.81171227250927,-122.2796854097216,292
132-1.png,37.812109996155385,-122.27952952219617,289
132-2.png,37.812109996155385,-122.27952952219617,109
133-1.png,37.81087691388986,-122.27984425686775,289
133-2.png,37.81087691388986,-122.27984425686775,109
134-1.png,37.810439373369476,-122.28700537093135,290
134-2.png,37.810439373369476,-122.28700537093135,110
135-1.png,37.813701980048016,-122.2789520248842,289
135-2.png,37.813701980048016,-122.2789520248842,109
136-1.png,37.81438515758375,-122.2787022439818,289
136-2.png,37.81438515758375,-122.2787022439818,109
137-1.png,37.81281967362945,-122.27626934066626,201
137-2.png,37.81281967362945,-122.27626934066626,21
138-1.png,37.814194606369185,-122.28321765864972,190
138-2.png,37.814194606369185,-122.28321765864972,10
139-1.png,37.81222273430768,-122.28518775206982,110
139-2.png,37.81222273430768,-122.28518775206982,290
140-1.png,37.81322965837963,-122.29163747484188,192
140-2.png,37.81322965837963,-122.29163747484188,12
141-1.png,37.81437895418888,-122.28418040484502,190
141-2.png,37.81437895418888,-122.28418040484502,10
142-1.png,37.81106072567469,-122.2797779590319,289
142-2.png,37.81106072567469,-122.2797779590319,109
143-1.png,37.8133153969284,-122.29201184434268,192
143-2.png,37.8133153969284,-122.29201184434268,12
144-1.png,37.810578312748476,-122.27665219227474,21
144-2.png,37.810578312748476,-122.27665219227474,201
145-1.png,37.81352273836842,-122.27901950811156,289
145-2.png,37.81352273836842,-122.27901950811156,109
146-1.png,37.81178484796123,-122.2777079786736,201
146-2.png,37.81178484796123,-122.2777079786736,21
