LABEL,LAT,LON,DIR
1-1.png,37.81306111026253,-122.27892002050388,295.9310115497632
1-2.png,37.81306111026253,-122.27892002050388,25.931011549763184
1-3.png,37.81306111026253,-122.27892002050388,115.93101154976318
1-4.png,37.81306111026253,-122.27892002050388,205.93101154976318
2-1.png,37.81408675393483,-122.29049061222798,195.44141746996993
2-2.png,37.81408675393483,-122.29049061222798,285.4414174699699
2-3.png,37.81408675393483,-122.29049061222798,15.441417469969906
2-4.png,37.81408675393483,-122.29049061222798,105.4414174699699
3-1.png,37.81107683278772,-122.27959790254788,108.03603812676215
3-2.png,37.81107683278772,-122.27959790254788,198.03603812676215
3-3.png,37.81107683278772,-122.27959790254788,288.03603812676215
3-4.png,37.81107683278772,-122.27959790254788,18.03603812676215
4-1.png,37.813495820551736,-122.28472633869124,195.55455928923038
4-2.png,37.813495820551736,-122.28472633869124,285.5545592892304
4-3.png,37.813495820551736,-122.28472633869124,15.554559289230383
4-4.png,37.813495820551736,-122.28472633869124,105.55455928923038
5-1.png,37.81018407487486,-122.28247683771701,15.670700476352636
5-2.png,37.81018407487486,-122.28247683771701,105.67070047635264
5-3.png,37.81018407487486,-122.28247683771701,195.67070047635264
5-4.png,37.81018407487486,-122.28247683771701,285.67070047635264
6-1.png,37.80816688261211,-122.29229411376953,15.367026326627638
6-2.png,37.80816688261211,-122.29229411376953,105.36702632662764
6-3.png,37.80816688261211,-122.29229411376953,195.36702632662764
6-4.png,37.80816688261211,-122.29229411376953,285.36702632662764
7-1.png,37.81309839683536,-122.28755412411898,285.67446455984367
7-2.png,37.81309839683536,-122.28755412411898,15.67446455984367
7-3.png,37.81309839683536,-122.28755412411898,105.67446455984367
7-4.png,37.81309839683536,-122.28755412411898,195.67446455984373
8-1.png,37.814277195438834,-122.28365043658816,283.16671898539164
8-2.png,37.814277195438834,-122.28365043658816,13.16671898539164
8-3.png,37.814277195438834,-122.28365043658816,103.16671898539164
8-4.png,37.814277195438834,-122.28365043658816,193.16671898539164
9-1.png,37.813988167732376,-122.28209877772565,282.83060460170327
9-2.png,37.813988167732376,-122.28209877772565,12.830604601703271
9-3.png,37.813988167732376,-122.28209877772565,102.83060460170327
9-4.png,37.813988167732376,-122.28209877772565,192.83060460170327
10-1.png,37.81398133579461,-122.28793082017297,15.43512942857052
10-2.png,37.81398133579461,-122.28793082017297,105.43512942857052
10-3.png,37.81398133579461,-122.28793082017297,195.43512942857052
10-4.png,37.81398133579461,-122.28793082017297,285.4351294285705
11-1.png,37.8132213359782,-122.28809062102519,285.6744645612697
11-2.png,37.8132213359782,-122.28809062102519,15.674464561269701
11-3.png,37.8132213359782,-122.28809062102519,105.6744645612697
11-4.png,37.8132213359782,-122.28809062102519,195.6744645612697
12-1.png,37.81255692654052,-122.28051608364254,15.524578657777397
12-2.png,37.81255692654052,-122.28051608364254,105.5245786577774
12-3.png,37.81255692654052,-122.28051608364254,195.5245786577774
12-4.png,37.81255692654052,-122.28051608364254,285.5245786577774
13-1.png,37.81155270287782,-122.2914540763035,196.9452078307246
13-2.png,37.81155270287782,-122.2914540763035,286.9452078307246
13-3.png,37.81155270287782,-122.2914540763035,16.9452078307246
13-4.png,37.81155270287782,-122.2914540763035,106.9452078307246
